gene_id	gene_name	F145700	F145701	F145702	F145703	F145704	F145705	F145706	F145707	F145708	F145709	F145710	F145711	F145712	F145713	F145714	F145715	F145716	F145717	F145718	F145719	F145720	F145721	F145722	F145723	F145724	F145725	F145726	F145727	F145728	F145729
ENSG00000002330	BAD	10599.9922621861	1135.26355737639	4969.43442169376	1315.45889911342	4455.72460101599	1239.70370111837	4826.77446635225	2084.7796105266	3991.28746015784	2227.35744258422	1343.25853285963	2453.15676105684	1210.90008023454	1941.56864320667	7136.25180614901	3432.86699137698	2423.19762173201	5951.1656814582	2978.91230217789	3828.85402881811	2572.45671393956	3281.13838721444	2597.25235354485	1288.72505885378	1266.69429001405	2936.66763018545	5726.41995758325	2446.871689735	2173.04678953757	2108.86824159723
ENSG00000002549	LAP3	45556.65034429	4219.67820746401	15161.0763930732	3315.89079033878	14071.4033871184	3957.65469214558	13022.8014059826	3967.27512013888	6191.13173164369	5113.18765457007	4811.64345571234	4911.0067001204	2638.27485666587	2831.60020649616	16990.6155578878	6819.03333993087	3796.26976132064	8633.72722099305	2751.98913350283	4385.32067380565	2717.51593784143	3478.95389102358	2851.20499482637	1247.61664389899	1829.47800659105	6033.9469736444	6907.4030543982	3654.28257706295	3435.81906359262	3510.28493802497
ENSG00000002586	CD99	13982.2530480086	1395.51204854199	5654.85175855134	2022.52630743115	6152.21173958357	923.440425402607	4244.81556400719	1940.19509856455	3348.18436748863	1857.39009561984	1931.83911277113	3457.29572790117	2231.12773774679	2691.9332368497	12085.3384344598	4198.86939301309	3462.89564621514	9951.94026520773	3323.77750302186	4072.23354258018	2058.9365813311	1942.58159279868	2910.16510190377	1124.31653817517	1132.17718902247	3746.07618264991	8485.23504742899	3675.1776392152	3159.25017252036	3388.50256504232
ENSG00000002587	HS3ST1	8197.83964518088	772.227763297118	3300.95703537585	2679.35149318092	2875.75758359442	769.068323150409	2162.68426667281	1102.79880285421	2763.3922922485	1547.16012029295	1417.774504059	5886.82747961769	2260.25981049268	2807.579117167	11968.3745134571	1427.24285463255	1155.13196936514	4658.2791569085	1172.32858082207	1083.99773416461	2768.8864646177	2480.33868762224	3100.5432359418	1229.12631168623	1400.36203445548	3421.53763627954	6890.77033494255	2747.9199468257	3354.04328271613	3009.89517118126
ENSG00000002726	AOC1	8.62602360236425	0	0	0	2.36033371223062	0.778022630911532	1.53816554348525	0	4.58318046110421	0	0.777064155995126	4.57195376434112	2.41821278178173	0	3.80599172586019	1.526697198372	1.53090632083386	0.746810175303626	3.06636569016265	2.04582854851238	2.27793415553554	2.37717948664994	0	0	2.29602094369633	4.63236081120725	4.08496157547218	3.07265605422791	13.5805954153506	2.29592774491039
ENSG00000002745	WNT16	2093.47965512877	215.298176744525	686.002828146414	37.8349812496748	607.07875918332	216.226501803338	561.415541110364	206.535461881905	351.847101620267	231.443129241135	65.6978372130359	37.1162270232411	51.9222981932256	27.9382566503388	278.257405241667	656.471938448713	236.514349614146	305.705694802027	218.508276897586	336.516569207909	81.0305255744676	144.370185882897	81.6070149166885	42.6130143159698	58.3979223732179	280.412077861952	552.091174837199	115.132008624885	58.1434407755118	56.4284583908763
ENSG00000002746	HECW1	2.45636233927016	0	2.11752087745678	1.05709110108027	0	1.07433484932709	3.1801970864504	1.82614084923696	0	1.05897476515325	0	1.05512484904073	1.05653976651013	0	6.30698030641557	1.05958368752686	0	1.04245645166294	0	0	0	0	1.05650910033913	0	0	0.610529726568017	1.80071862669731	28.5746973427525	1.05912816216416	0
ENSG00000002822	MAD1L1	5626.31285203757	394.442974291447	1789.09028708782	554.615757338611	1181.66522906602	372.233313132687	1278.30637263494	537.302637400843	493.715787884726	519.608706476992	701.77080712162	1009.19180819565	344.890700037093	899.816938900588	3366.33598319506	532.859441738063	325.548389311278	768.604186969207	153.73846918571	355.719948810342	783.039358923692	523.970392092723	415.297764269778	458.229161681798	438.304492357076	854.757219808871	1341.00444998488	821.412329998702	1064.74950478462	947.115281931029
ENSG00000002834	LASP1	65152.7038139678	6137.16614329075	24391.5946309726	9631.55126875645	19729.6100395989	5682.69520527845	19788.5439901162	8433.13219125293	11507.3222352478	9006.18060518796	6809.51953034198	14574.16110926	6475.48649054174	9560.7096044933	42358.1627375115	9045.51345790538	6528.92510325807	15197.9027250261	4629.33995093628	6662.34744606728	10357.2768868884	6850.48423805513	9136.50252571487	4911.71974530598	5033.06542436058	14780.9271125453	20790.2472866847	12896.0605293319	13842.7489373067	15044.9022963698
ENSG00000002919	SNX11	5497.08520875453	573.741147741694	2557.09932031553	905.434759115117	1837.31132411426	465.04844782156	1960.95030693538	893.175771204867	1816.93423019527	866.715798488135	715.318604178398	1725.49714143356	741.185382264409	1336.2792705951	4878.54871065432	1328.22725368618	1016.41792313248	2234.91720620109	1028.9453113418	1118.50715013198	2067.82765136806	1865.51798797661	1656.7793488017	1054.57016435879	848.895636307674	1790.58966690716	3566.13551376373	1659.55305857904	1556.54276767871	1533.41400044428
